ID,SYMBOL,ENTREZID,ENSEMBL,logFC,AveExpr,P.Value,adj.P.Val,fc,Ctrl,KO
17275589,Gm19990,100503961,NA,-0.882404870978231,9.19192142625007,1.0876150745689e-07,7.40324711681872e-05,-1.84344563550521,9.6271923629958,8.66820981209259
17307125,Gjb6,14623,ENSMUSG00000040055,-1.00787977351337,6.85037256316254,1.10555812090046e-07,7.40324711681872e-05,-2.0109535717015,7.37168963953237,6.29052653363884
17427155,Cdkn2b,12579,ENSMUSG00000073802,-0.644065832791959,9.23281894258831,1.18244213113761e-07,7.7040898527931e-05,-1.5627270687888,9.60035192049921,8.83057462592149
17278878,Mir154,387172,NA,1.04090924441263,7.57192606116111,1.52801947766047e-07,9.69367514420025e-05,2.05752397909717,7.22706187262468,8.04016783609307
17284919,Akr1c14,105387,ENSMUSG00000033715,-1.05265611787177,8.88894758660695,1.59306387984549e-07,9.8471771670347e-05,-2.07434537131168,9.44320461534937,8.21567568973316
17400862,Hmgcs2,15360,ENSMUSG00000027875,0.735763049496954,8.67252788830027,1.69031439136074e-07,0.000101871022581333,1.66527801141891,8.22919121497875,9.17032440651841
17278884,Mir541,723941,ENSMUSG00000076052,1.07178550881983,8.89253067595841,1.90123681302461e-07,0.000111788087442889,2.102033277338,8.53785825277352,9.38907741158278
17413770,Tmod1,21916,ENSMUSG00000028328,-0.609609821231411,8.47492089839982,1.97982508385708e-07,0.000113637245944149,-1.52584648596622,8.76048981935866,8.12800032079043
17433815,Mmp23,26561,ENSMUSG00000029061,0.512959281283946,8.0837433345685,2.1155364608626e-07,0.000118602877818639,1.42697423013861,7.74450252080369,8.31999182733033
17278749,Mir341,723846,ENSMUSG00000070101,0.634957055524874,10.7399576633399,2.27132348275136e-07,0.000124442716360652,1.55289152463766,10.5657696247163,11.0872491001748
17269358,Krt15,16665,ENSMUSG00000054146,1.75480476135503,8.99220595328318,2.49992311270317e-07,0.000133923658839856,3.37480644404189,7.99091207015686,9.80935944859902
17221375,Eya1,14048,ENSMUSG00000025932,-0.886840634028478,8.3620812612298,2.55710456392383e-07,0.000134008955918504,-1.84912228336476,8.81594855925694,8.11391961158644
17356563,Slc25a45,107375,ENSMUSG00000024818,0.836004960920424,8.30703402524928,2.65929047610329e-07,0.000136398969164728,1.78510008126623,7.93046671735946,8.74101187271039
17227094,Adora1,11539,ENSMUSG00000042429,0.661470260156008,9.71209415713111,3.0334146678342e-07,0.000151324617348346,1.5816937172851,9.67581586444555,10.2108449913781
17357729,Gif,14603,ENSMUSG00000024682,-1.76268502460511,8.15168415187353,3.80366889552011e-07,0.000183390092128607,-3.39329068810861,8.62444335553362,7.27393609856639
17414032,Murc,68016,ENSMUSG00000028348,-0.62346114161905,7.33786034316128,3.89015598342211e-07,0.000183882333906582,-1.54056669499935,7.58992216873136,7.07179083183036
17399347,Thbs3,21827,ENSMUSG00000028047,0.685823188529948,8.54543665578239,4.23857007507427e-07,0.000192790959999652,1.60861958322257,8.25246457057417,8.93207009112424
17464718,Asns,27053,ENSMUSG00000029752,0.603708537150005,8.22194139691595,4.36050524620629e-07,0.00019466425920425,1.51961782208601,8.02405951071637,8.56410899740577
17406363,Fhdc1,229474,ENSMUSG00000041842,-0.725169526417405,8.20581313298251,4.75922738063113e-07,0.000208601262663408,-1.65309487471585,8.49052887905161,7.79948187909299
17211405,Gsta3,14859,ENSMUSG00000025934,0.67313483953227,7.45718744445112,5.22568817621404e-07,0.000224956544399985,1.59453397706899,7.18221961325976,7.86616430299274
17381589,Itih2,16425,ENSMUSG00000037254,-0.608822251077315,5.94027547528466,6.4283879967717e-07,0.000271875700768729,-1.52501375058596,6.27363736352492,5.58229391139727
17278696,Mir665,751555,ENSMUSG00000076313,0.668684984111925,9.66350767244816,6.91215657263894e-07,0.000283326714188336,1.58962336596359,9.67399167250499,10.2299944984244
17227089,Btg2,12227,ENSMUSG00000020423,0.712135795399675,10.7416488038581,6.93420008176539e-07,0.000283326714188336,1.6382275885978,10.2820826954538,11.1740291567943
17478961,Pcsk6,18553,ENSMUSG00000030513,-0.736441974647839,8.16089556003031,7.51445828750491e-07,0.00029722037082007,-1.66606186743978,8.5861942797347,7.73842588122781
17424119,Aqp3,11828,ENSMUSG00000028435,0.68185852247754,6.81933776555845,7.52082076576275e-07,0.00029722037082007,1.60420500903472,6.58757701637504,7.28082637917855
17482699,Scnn1b,20277,ENSMUSG00000030873,-0.610406791659029,9.31294898107115,7.78885223555162e-07,0.000300401576874195,-1.52668962359328,9.48863289106855,8.92949763733466
17492431,Anpep,16790,ENSMUSG00000039062,-0.982227761956635,8.45240360145028,7.85054106403712e-07,0.000300401576874195,-1.97551357765547,9.08847794827535,7.89948582214794
17235136,Hmha1,70719,ENSMUSG00000035697,0.52209669817284,10.14523991374,8.0466543643853e-07,0.000303094838690994,1.43604075956035,9.88834345024437,10.4210556265464
17344349,Dpcr1,268949,ENSMUSG00000073408,1.06254361190798,7.04629017251645,9.25289650623173e-07,0.000339993937353128,2.08861070149728,6.63924660580538,7.51392689925638
17329298,Etv5,104156,ENSMUSG00000013089,0.60683335638276,10.0487915944483,9.30833362314118e-07,0.000339993937353128,1.52291282008647,9.5520944095814,10.2797050035608
17535405,Cnga2,12789,ENSMUSG00000005864,-0.522504030561354,6.38661800884274,9.52791426549713e-07,0.00034060106808914,-1.43644627041398,6.74808738838932,6.06286321180228
17278824,Mir1193,100316673,ENSMUSG00000080411,0.850939587599504,9.55224051634668,9.60753002449975e-07,0.00034060106808914,1.80367522685101,9.33699020727804,10.0403126770914
17240467,Gm6976,629461,NA,-0.457929475249204,7.67866109092268,9.87925246673463e-07,0.000345158172776191,-1.37356908619302,7.83856430738586,7.5048934733794
17239664,Myb,17863,ENSMUSG00000019982,-0.460321701233352,8.34359033783476,1.05701711145384e-06,0.000353719907856032,-1.37584857932473,8.43196167435337,8.10364655718079
17324883,Muc4,140474,ENSMUSG00000079620,0.574493164850085,7.92882455045903,1.0654130781024e-06,0.000353719907856032,1.48915421443135,7.73443262484721,8.36227008245414
17363429,Aldh1a7,26358,ENSMUSG00000024747,-0.575671358255562,9.15328158366883,1.06913841683171e-06,0.000353719907856032,-1.49037084597267,9.36762868966354,8.83850897422922
17278694,Mir540,723880,NA,0.700666161502967,8.71567013474838,1.07112263133075e-06,0.000353719907856032,1.62525507770678,8.78155731109553,9.24838939820763
17398769,Etv3,27049,ENSMUSG00000003382,0.717907015727826,9.2612314230439,1.13385799390761e-06,0.000369377225123387,1.64479412408954,8.82836529907727,9.73150559509276
17332583,Ripk4,72388,ENSMUSG00000005251,0.504426334149668,8.645901340811,1.16278652748844e-06,0.000373750597575518,1.41855917545015,8.40210497708967,8.99616411983626
17278826,Mir666,751521,ENSMUSG00000076272,0.846141368167435,8.31838007390545,1.21934625474293e-06,0.000377173133848689,1.7976863979884,7.88478142216355,8.72264266702646
17232152,Vnn3,26464,ENSMUSG00000020010,-0.485399412054765,7.02653192635173,1.22688687686115e-06,0.000377173133848689,-1.39997339645877,7.28582277148686,6.86222071032172
17392690,Acss1,68738,ENSMUSG00000027452,-0.461891398837199,9.21544312303866,1.2281104212764e-06,0.000377173133848689,-1.37734636054363,9.46202635796394,8.9885146201713
17249461,Fstl4,320027,ENSMUSG00000036264,-0.644800961283678,6.72033523081868,1.23601765354654e-06,0.000377173133848689,-1.56352356277979,7.09744058352816,6.38462350975036
17460107,Atp6v1b1,110935,ENSMUSG00000006269,-0.69356889305301,6.91183023756245,1.28041973262526e-06,0.000381075043140707,-1.61727934818153,7.30845666343617,6.75755036730691
17378168,Bpifb5,228802,ENSMUSG00000038572,-0.663163660249531,7.69846573612761,1.38707328146422e-06,0.000407782629222658,-1.58355136063441,7.81685675403596,7.46213284680246
17284710,Dnah11,13411,ENSMUSG00000018581,-0.359541269854384,7.64048039368463,1.41563247110363e-06,0.000408868169398106,-1.28301787470219,7.8035653329345,7.43520746136927
17361805,Neat1,66961,NA,0.748726304887304,11.847083552724,1.42468686395822e-06,0.000408868169398106,1.68030870119049,11.6526333235281,12.1944091080859
17362874,Ms4a8a,64381,ENSMUSG00000024730,-0.59449511596061,6.71608284939595,1.50049108659307e-06,0.000425556924994107,-1.50994407464913,7.22653771729645,6.48009588937845
17278810,Mir380,723859,NA,0.835828696191252,9.73140247841329,1.51903563042563e-06,0.000425806883054309,1.78488199570229,9.57352477861134,10.1311971864643
17214771,Col4a3,12828,ENSMUSG00000079465,-0.697229060018596,8.73698668795742,1.58634202504145e-06,0.00043695713898665,-1.62138765079156,9.06194152081108,8.45241350985038
17507605,Gas6,14456,ENSMUSG00000031451,-0.666887282728592,10.3201731571691,1.5950648455148e-06,0.00043695713898665,-1.58764381494782,10.6201444183287,9.89324716996351
17345562,Gnmt,14711,ENSMUSG00000002769,-0.78399337407489,7.69393524643077,1.66478117202218e-06,0.000450931232740885,-1.72189046846216,8.19504574080236,7.2653104644411
17294828,Rasgrf2,19418,NA,-1.26679427408722,7.13600472529587,1.77293781538746e-06,0.000471235512917954,-2.40626289844674,7.54746096325601,6.58292243071612
17278856,Mir668,751523,NA,0.853684290921239,9.12980172399674,1.77883733668784e-06,0.000471235512917954,1.80710995519385,8.81230842666235,9.49768162278148
17355286,Rab27b,80718,ENSMUSG00000024511,-0.556780552318044,8.61784688759073,1.88221846981009e-06,0.000493202615779476,-1.47098297829042,9.03383386618552,8.3390167986675
17511259,Junb,16477,ENSMUSG00000052837,0.599492543347772,9.34626804331735,2.01681839440588e-06,0.000522789688537018,1.51518351886307,9.1842696125593,9.69085916571142
17286717,Mir5124a,100628630,NA,-0.688153856857382,7.23965238968711,2.11332285009016e-06,0.000541977382416207,-1.61122040225528,7.82177668923685,6.87652726626187
17498467,Ano1,101772,ENSMUSG00000031075,0.481108326690922,11.1001256667128,2.14052614464684e-06,0.000543175408094752,1.39581556687027,10.7896067668579,11.2867317911309
17362356,Slc22a19,207151,ENSMUSG00000024757,-0.955588009440006,7.15995816728867,2.17589601930971e-06,0.000546399222265616,-1.93936991554669,7.56505463840843,6.21352828639076
17323432,Hic2,58180,ENSMUSG00000050240,0.625360906848818,7.95044485247591,2.2325038108442e-06,0.000554834735752796,1.54259667554155,7.5271852509261,8.22928355883795
17377666,Srxn1,76650,ENSMUSG00000032802,0.927070961616367,8.5738155853277,2.28296867095289e-06,0.000561586997455727,1.90141172460206,8.18913844478871,9.38501846077372
17231717,Fuca2,66848,ENSMUSG00000019810,-0.398122026904295,9.16246743578799,2.36816876698156e-06,0.000576661055208327,-1.31779140925019,9.31178996948917,8.95800005543484
17359156,Slc35g1,240660,ENSMUSG00000044026,-0.746224261981886,7.0412204331239,2.41312002498152e-06,0.000581730844422295,-1.67739709422572,7.36016543850375,6.43557108596853
17231944,Gm6251,621697,ENSMUSG00000057841,0.552038769405663,6.43758607227994,2.83369951748148e-06,0.000676356378890357,1.4661561565338,6.23992914788242,6.91343701297554
17340774,Pacrg,69310,ENSMUSG00000037196,-0.449550386575728,7.1505158103564,2.94426432189727e-06,0.000695856666744876,-1.36561459899275,7.43095381416763,6.93288226958597
17448135,Cckar,12425,ENSMUSG00000029193,-0.633817827554564,8.98340972948691,3.19724725942922e-06,0.000748311064884079,-1.55166576374768,9.26876317985804,8.48410897800584
17278814,Mir323,723839,ENSMUSG00000065617,0.742732015480897,9.62747600763154,3.22864458258138e-06,0.000748393605310475,1.67334162874771,9.46089084795239,10.0024408627308
17278834,Mir376c,723856,NA,1.1602959689308,6.90758702970682,3.37501452883637e-06,0.000774871192825319,2.23503274615,6.38608790811004,7.65541939178566
17327236,Clic6,209195,ENSMUSG00000022949,-0.398958160861086,8.13772928190222,3.43254555547227e-06,0.00078064505382802,-1.31855537493384,8.33943246971374,7.9902790357947
17324835,Tfrc,22042,ENSMUSG00000022797,0.695603022072845,8.81329158936301,3.56742268206915e-06,0.000796294987005936,1.61956124078434,8.33722269885072,9.19011042292469
17278816,Mir758,791071,ENSMUSG00000076459,0.680518063048581,9.4976484656575,3.78887008194767e-06,0.000837965973078096,1.60271517716782,9.31957958280817,9.77794868975375
17212229,Il18r1,16182,ENSMUSG00000026070,-0.470976227543108,9.63711492586912,3.97736182296385e-06,0.000870709007722861,-1.38604704644033,9.77809984919301,9.29880016965744
17278700,Mir3070b,100526519,ENSMUSG00000094952,1.08903080617928,8.46838293422928,4.0385779645108e-06,0.000870709007722861,2.12731077022843,8.10452084872959,9.41933138300915
17242232,Col18a1,12822,ENSMUSG00000001435,0.391060531239637,8.58715496983995,4.05988325270845e-06,0.000870709007722861,1.31135703374465,8.41316702636012,8.71058278033174
17301123,Kcnrg,328424,ENSMUSG00000046168,-0.593471363175002,7.39254999938029,4.08139203852339e-06,0.000870709007722861,-1.50887298126039,7.72481737985219,7.03452840408687
17286254,Mboat1,218121,ENSMUSG00000038732,0.714657955485013,8.74881354551077,4.25294784355466e-06,0.000899349242671686,1.64109408910606,8.29796708477336,9.0562987291654
17528934,Tinag,26944,ENSMUSG00000032357,-0.661595151365248,9.23493760369122,4.38057978447782e-06,0.000918283798820929,-1.5818306472571,9.49410891270306,8.75157334722298
17438869,Npffr2,104443,ENSMUSG00000035528,-1.0352544089223,6.42217326597257,4.87406990352537e-06,0.00100932627173872,-2.04947502442151,6.89888221940462,5.98561695640188
17220373,Trp53bp2,209456,ENSMUSG00000026510,-0.367501379257408,10.1035896315906,4.97472489531898e-06,0.00100932627173872,-1.29011652646129,10.2439015018434,9.7757564010352
17424243,AI464131,329828,ENSMUSG00000046312,-0.500395724665307,7.70063125759608,4.98571840085674e-06,0.00100932627173872,-1.41460152790499,8.01521986059034,7.58578164214773
17404373,Naaladl2,635702,NA,-0.714842546064261,7.11275424305375,5.00438316112854e-06,0.00100932627173872,-1.64130407796753,7.33390779201307,7.04319711034247
17318249,Fam83h,105732,ENSMUSG00000046761,0.426094893430555,8.64107876596101,5.02423165921292e-06,0.00100932627173872,1.34359179771838,8.47658182355054,8.87719526232378
17278822,Mir679,751539,ENSMUSG00000076145,0.687278508521828,10.1804202620112,5.25366566511566e-06,0.00104669519164416,1.61024309847763,10.0059389353198,10.4781795649803
17278880,Mir496a,751524,ENSMUSG00000070136,0.852752234029421,8.11691214956817,5.46620236822245e-06,0.00108011262697327,1.80594284414489,7.68221912723956,8.23751614951771
17443148,Cldn3,12739,ENSMUSG00000070473,0.584090499495471,10.467392124433,5.61920243051467e-06,0.00110131799180827,1.49909363615562,10.2458676349561,10.880045093815
17391332,Mal,17153,ENSMUSG00000027375,0.630664063595145,10.0469863961011,5.95534114808402e-06,0.00115778555691017,1.54827749209421,9.66194393247921,10.4885590610951
17365080,Pkd2l1,329064,ENSMUSG00000037578,0.616391497807673,6.54872353736595,6.11487990669165e-06,0.00116993182468743,1.53303591698091,6.32030814548224,6.97458052601238
17357810,Mpeg1,17476,ENSMUSG00000046805,-0.573006864400213,8.45254605517263,6.18050723436301e-06,0.00117317707006921,-1.48762084057662,8.65288778817456,8.16492217911536
17269347,Krt13,16663,ENSMUSG00000044041,0.737327956689414,6.129149228091,6.46305533742617e-06,0.00121688891289165,1.66708533684545,5.75643082541465,6.22766802864621
17328947,Tbx1,21380,ENSMUSG00000009097,-0.432078792182846,8.23922525030457,6.62876838386803e-06,0.00122922861099928,-1.34917621701922,8.55322275746315,8.00274270724991
17544845,C330013F16Rik,78526,ENSMUSG00000086807,-0.665591497659588,7.39793834408538,6.93273365021443e-06,0.00127344355777788,-1.5862184814637,7.77982189707335,6.96473490168917
17255227,Chad,12643,ENSMUSG00000039084,-1.26318211137647,9.16691051169235,7.02906221962919e-06,0.00127344355777788,-2.40024572861194,9.75599754166622,8.42698154883966
17245648,Slc16a7,20503,ENSMUSG00000020102,-0.958491523572917,8.43488658777019,7.1144482416215e-06,0.00127344355777788,-1.9432769492303,8.82927386656076,8.06274958660069
17242822,Dos,100503659,ENSMUSG00000035640,0.425275991876701,7.74110256820104,7.12405406488489e-06,0.00127344355777788,1.34282936548446,7.51300249853593,8.04448117670588
17395512,Lama5,16776,ENSMUSG00000015647,0.408805208502963,11.1130269030007,7.13132618326684e-06,0.00127344355777788,1.3275858967257,10.9313601473045,11.4316038703138
17241849,Susd2,71733,ENSMUSG00000006342,-0.537959584902271,9.74784219624518,7.38167608197675e-06,0.00130845636256039,-1.45191760587911,9.98042102701826,9.34300020382699
17443004,Rabgef1,56715,ENSMUSG00000025340,0.479794275320735,9.84644385570748,7.49372782017053e-06,0.00131862260263395,1.39454479359609,9.49872068148174,9.97297562518324
17340609,Ezr,22350,ENSMUSG00000052397,0.663445647250457,11.121326208008,7.69868484851702e-06,0.00134487098292174,1.58386090945054,10.896781721934,11.5222290743786
17519579,Gclc,14629,ENSMUSG00000032350,1.155478896148,10.6315790679253,7.77698727226154e-06,0.00134877577102452,2.22758254978089,10.2806036661627,11.5397403150752
17465636,Plxna4,243743,ENSMUSG00000029765,-0.628248315070772,8.99376221230128,8.01352924339546e-06,0.00137008616645769,-1.54568711835481,9.25860044734521,8.73820411917462
17242773,Polr2e,66420,ENSMUSG00000004667,0.386141125425642,9.58212127124609,8.1029096121982e-06,0.00137159080790678,1.30689308882549,9.42040817036345,9.89333098061551
17377778,Id1,15901,ENSMUSG00000042745,0.634689128992704,8.92956271253733,8.13612168791926e-06,0.00137159080790678,1.55260316001605,8.4818800719733,9.39385267726718
17490245,Mybpc2,233199,ENSMUSG00000038670,-0.48880321386924,6.66125895971636,8.63120706702398e-06,0.00144494797753297,-1.40328030309268,7.06318646253868,6.41236478805816
17281337,Foxa1,15375,ENSMUSG00000035451,-0.416398183465631,9.54953995447807,8.80711399465134e-06,0.00146422825564869,-1.33459146575691,9.60021006788547,9.27036111912814
17463731,Ddx47,67755,ENSMUSG00000030204,0.673409769700546,9.81560418210509,9.00156815709711e-06,0.00148630687372014,1.59483787169383,9.43152519186062,10.0103622591362
17356216,Pcx,18563,ENSMUSG00000024892,-0.537778862816459,8.98656288032193,9.23304261034083e-06,0.00151415617828222,-1.45173573990135,9.33187940471674,8.85772600190404
17545785,Cdkl5,382253,ENSMUSG00000031292,-0.531619130777361,8.5974457118646,9.64618251202264e-06,0.00155977241342704,-1.44555062107605,8.59859740520816,8.37658092220075
17241032,Ddit4,74747,ENSMUSG00000020108,0.786036020095043,9.50007074346922,9.70530808537172e-06,0.00155977241342704,1.72433014124037,9.21674628959284,10.2433317698733
17211004,Adhfe1,76187,ENSMUSG00000025911,-0.442481495266897,8.63723761173528,1.00780642875318e-05,0.00160895295218231,-1.35893975105609,8.84631568932797,8.39373615826493
17425609,D630039A03Rik,242484,ENSMUSG00000052117,-0.566427758821566,6.87236145804287,1.02650825763496e-05,0.00162802858992145,-1.48085230535769,7.09860644127753,6.56833542253405
17540154,Cybb,13058,ENSMUSG00000015340,-0.501910837336217,9.27879449144949,1.03503087617806e-05,0.00163081629621075,-1.41608791724231,9.48023240448371,9.06438259332177
17329454,Leprel1,210530,ENSMUSG00000038168,-0.726819131754874,8.18818101672958,1.06143550948462e-05,0.00165556136224936,-1.65498613632811,8.67420655923301,7.873208355184
17241921,Gstt3,103140,ENSMUSG00000001665,-0.452684545432765,7.4705572789624,1.06447094681483e-05,0.00165556136224936,-1.36858453054641,7.76973410503088,7.40104123520415
17516412,2610203C20Rik,100042464,ENSMUSG00000074415,-0.453094458272193,7.61359003814681,1.09841678142808e-05,0.00169033726062278,-1.36897344161983,7.90747090871071,7.47087718585945
17385405,Cytip,227929,ENSMUSG00000026832,-0.585733566906474,7.38182834496797,1.10085431583265e-05,0.00169033726062278,-1.50080190780424,7.8324998742395,7.20273739273738
17279404,Pld4,104759,ENSMUSG00000052160,-0.528097484101671,8.3618355199458,1.13471963278167e-05,0.00173130925237137,-1.44202630708306,8.57316862752875,8.17434349038411
17261608,Gabrp,216643,ENSMUSG00000020159,-1.12979173392518,8.03076760671333,1.18505128456565e-05,0.00178550195731401,-2.18827148294295,8.37733531214532,7.29568247489311
17439388,Fras1,231470,ENSMUSG00000034687,-0.825329523485474,9.21609112231831,1.2239770562082e-05,0.001827413760944,-1.77193971768101,9.70819810546691,8.98528730505726
17252995,Slc43a2,215113,ENSMUSG00000038178,0.66809033603429,8.58519010054646,1.22802932456518e-05,0.001827413760944,1.58896829218196,8.35345424356904,9.22467484431467
17303373,Gm10044,218695,NA,-0.491135459615371,7.41445151925375,1.26477976952026e-05,0.00187055496342484,-1.40555066601311,7.67481954904859,7.00740584333544
17545051,Acsl4,50790,ENSMUSG00000031278,0.55134610633973,10.6262881005912,1.29855704354228e-05,0.00190879967369962,1.46545239833363,10.3863780977029,10.9648209896896
17532472,Cdcp1,109332,ENSMUSG00000035498,0.393341071636438,8.66393427850207,1.31251526216422e-05,0.00191762457121169,1.31343160082158,8.51167758621143,8.87553108584514
17267745,Tom1l1,71943,ENSMUSG00000020541,0.414449378199523,8.89651503680277,1.37571232731158e-05,0.00199132889489023,1.33278990481578,8.68145185692311,9.0986987137786
17277592,Gstz1,14874,ENSMUSG00000021033,-0.491658613784708,9.52915334797931,1.37948282841775e-05,0.00199132889489023,-1.40606044320667,9.81721410534353,9.44761572393104
17295670,Ocln,18260,ENSMUSG00000021638,0.524092248122471,10.6747745294391,1.39384012020848e-05,0.00200007760582534,1.43802847964274,10.3308551829973,10.9731508548735
17545809,Gja6,414089,ENSMUSG00000055691,-0.30697502905242,6.57783479184078,1.45379132157978e-05,0.0020737602005517,-1.23711106591313,6.70703491312254,6.31994373238121
17288467,Lpcat1,210992,ENSMUSG00000021608,0.339289241778511,12.4783817971981,1.53091364637921e-05,0.00216252116649924,1.26513315983734,12.2935011061975,12.6982484722005
17368009,Abca2,11305,ENSMUSG00000026944,-0.384796527387357,7.9415196337042,1.53395743755494e-05,0.00216252116649924,-1.30567562622414,8.19358817979053,7.82862268566059
17491193,Saa3,20210,ENSMUSG00000040026,0.919056289342986,7.43360979234124,1.56731605286371e-05,0.00218357704865609,1.89087800807016,7.05042969258002,8.46967443998969
17457373,Tmem213,77522,ENSMUSG00000029829,0.519351065288008,9.28630066166503,1.57606672944025e-05,0.00218357704865609,1.43331038956805,8.93508518730124,9.78472392497758
17408974,Cym,229697,ENSMUSG00000046213,1.70313925379106,8.5077538939725,1.60670718072564e-05,0.0022032525504409,3.25608701361435,7.43015902612774,9.25341318397029
17278812,Mir1197,100316751,ENSMUSG00000080687,0.748872959538412,7.33145172399684,1.60854709784544e-05,0.0022032525504409,1.68047951872623,7.25756209426995,7.70702998571848
